"Entity","Contact date","Contact end date","Contact type(s)","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Portland Business Alliance","04/30/2025","","Personal Meeting","Business and Economic Development","Business Community Town Hall (District 2).","Dan Ryan; Elana Pirtle-Guiney; Jacq Tjaden; Kezia Wanner; Natalie Sept; Sameer Kanal","Jay Clark; Jon Isaacs; Meikelo Cabbage; Steve Wytcherley",
"Portland Business Alliance","04/30/2025","","Email","Business and Economic Development","Report release and delivery, State of Trade in Oregon. ","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Kristopher Taft; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Raihana Ansary ; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","04/30/2025","","Email; Meeting Preparation","Business and Economic Development","Invitation to speak at Annual Meeting, present State of the Central City report. ","Aisling Coghlan; Keith Wilson; Raihana Ansary ","Andrew Hoan",
"Portland Business Alliance","05/01/2025","","Virtual Meeting","Business and Economic Development","Meeting to discuss IGA related to visitor facilities.","Keith Wilson; Raihana Ansary ","Andrew Hoan",
"Portland Business Alliance","05/01/2025","","Telephone","Business and Economic Development","Portland Bureau of Transportation funding.","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","05/02/2025","","Telephone","Business and Economic Development","Federal policy agenda","Nils Tillstrom","Jon Isaacs",
"Portland Business Alliance","05/02/2025","","Email","Business and Economic Development","Information about Portland Metro Chamber DC trip. ","Nils Tillstrom","Jon Isaacs",
"Portland Business Alliance","05/02/2025","","Text Message","Business and Economic Development","Downtown Recovery.","Jamie Dunphy","Jon Isaacs",
"Portland Business Alliance","05/02/2025","","Text Message","Business and Economic Development","4th Ave. construction, TNC fees. ","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","05/02/2025","","Email","Business and Economic Development","Enhanced Service District unsheltered count ","Aisling Coghlan; Keith Wilson; Kristopher Taft","Steve Wytcherley",
"Portland Business Alliance","05/02/2025","","Telephone","Business and Economic Development","Downtown revitalization discussion.","Keith Wilson","Mark Wells",
"Portland Business Alliance","05/02/2025","","Email","Business and Economic Development","CC'd on email thread about homelessness stats.","Keith Wilson","Mark Wells",
"Portland Business Alliance","05/02/2025","","Indirect Lobbying","Business and Economic Development","CC'd on email thread about homelessness stats.","Keith Wilson","Mark Wells",
"Portland Business Alliance","05/06/2025","","Email","Business and Economic Development","Transportation Network Company fees.","Millicent Williams; Priya Dhanapal","Jon Isaacs",
"Portland Business Alliance","05/06/2025","","Social Media; Telephone","Business and Economic Development","Downtown Traffic","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","05/08/2025","","Telephone","Business and Economic Development","Housing production.","Donnie Oliveira","Jon Isaacs",
"Portland Business Alliance","05/09/2025","","Telephone","Business and Economic Development","Transportation funding and Transportation Network Company fees (3 conversations).","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","05/09/2025","","Email","Business and Economic Development","Portland Bureau of Transportation deferred maintenance and budget.","Megan Beyer","Jon Isaacs",
"Portland Business Alliance","05/09/2025","","Email; Meeting Preparation","Business and Economic Development","Invitation to attend Annual Meeting","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Raihana Ansary ; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","05/13/2025","","Email","Business and Economic Development","Discussing presentation of Central City Report.","Aisling Coghlan; Raihana Ansary ","Andrew Hoan",
"Portland Business Alliance","05/13/2025","","Email","Business and Economic Development","Portland's tax policy.","Steve Novick","Jon Isaacs",
"Portland Business Alliance","05/13/2025","","Telephone","Business and Economic Development","Presentation of Central City report. ","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","05/14/2025","","Telephone; Text Message","Business and Economic Development","City budget discussions, many direct conversations with individuals listed (27 total contacts). ","Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Kezia Wanner; Natalie Sept; Raihana Ansary ; Robert Day; Ryan Nielsen; Steve Novick","Jon Isaacs",
"Portland Business Alliance","05/14/2025","","Personal Meeting","Business and Economic Development","City budget discussion.","Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","05/15/2025","","Email; Indirect Lobbying","Business and Economic Development","Invitation to attend VIP reception at Portland Metro Chamber Annual Meeting.","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Raihana Ansary ; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","05/15/2025","","Email","Business and Economic Development","Downtown Marketing Initiative funding request. ","Aisling Coghlan; Ryan Nielsen","Andrew Hoan",
"Portland Business Alliance","05/16/2025","","Email","Business and Economic Development","Invitation to Donnie to join Best Practices Trip planning discussions.","Donnie Oliveira","Andrew Hoan",
"Portland Business Alliance","05/16/2025","","Personal Meeting","Business and Economic Development","Oregon House District 33 economic development round table.","Mitch Green","Meikelo Cabbage",
"Portland Business Alliance","05/16/2025","","Email","Business and Economic Development","City budget communication.","Aisling Coghlan; Amani Kelekele; Andre Miller; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Jamie Dunphy; Keith Wilson; Kezia Wanner; Kristopher Taft; Lisa Freeman; Loretta Smith; Maria Sipin; Megan Beyer; Natalie Sept; Olivia Clark; Raihana Ansary ; Ryan Nielsen; Sameer Kanal; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Jon Isaacs",
"Portland Business Alliance","05/16/2025","","Telephone","Business and Economic Development","Discussion of Chamber priorities regarding City Budget. ","Keith Wilson","Andrew Hoan",
"Portland Business Alliance","05/16/2025","","Text Message","Business and Economic Development","Congratulations and thank you for leadership note.","Shea Flaherty Betin","Jon Isaacs",
"Portland Business Alliance","05/19/2025","","Email","Business and Economic Development","Transportation Network Company fees. ","Aisling Coghlan; Amani Kelekele; Andre Miller; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Jamie Dunphy; Keith Wilson; Kezia Wanner; Kristopher Taft; Lisa Freeman; Loretta Smith; Maria Sipin; Megan Beyer; Mitch Green; Natalie Sept; Olivia Clark; Raihana Ansary ; Ryan Nielsen; Sameer Kanal; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Jon Isaacs",
"Portland Business Alliance","05/19/2025","","Email","Business and Economic Development","Downtown public safety.","Priya Dhanapal; Raihana Ansary ","Jon Isaacs",
"Portland Business Alliance","05/19/2025","","Telephone","Business and Economic Development","Discussion regarding proposal to defund economic development.","Jamie Dunphy","Jon Isaacs",
"Portland Business Alliance","05/19/2025","","Telephone","Business and Economic Development","Prosper Portland budget discussions (3 total contacts).","Dan Ryan; Elana Pirtle-Guiney; Loretta Smith","Jon Isaacs",
"Portland Business Alliance","05/20/2025","","Telephone","Business and Economic Development","Discussion of Chamber priorities regarding city budget. ","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","05/22/2025","","Telephone","Business and Economic Development","Follow-up discussion of budget priorities. ","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","05/22/2025","","Telephone","Business and Economic Development","Discussing city budget","Keith Wilson","Andrew Hoan",
"Portland Business Alliance","05/23/2025","","Telephone","Business and Economic Development","Mayor presentation of Central City report at Annual Meeting.","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","05/23/2025","","Goodwill Building (non-lobbying)","Business and Economic Development","Mayor Wilson speech at Bloom Tour launch event.","Keith Wilson","Sydney Mead",
"Portland Business Alliance","05/27/2025","","Email","Business and Economic Development","Portland Bureau of Transportation budget. ","Millicent Williams","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Email","Business and Economic Development","Portland Parks Funding.","Ryan Nielsen","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Personal Meeting","Business and Economic Development","City budget meeting.","Dan Ryan","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Personal Meeting","Business and Economic Development","City budget meeting.","Olivia Clark","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Personal Meeting","Business and Economic Development","City budget meeting.","Loretta Smith","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Personal Meeting","Business and Economic Development","City budget meeting.","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","05/27/2025","","Personal Meeting","Business and Economic Development","Transportation Network Company fees discussion. ","Millicent Williams; Priya Dhanapal","Jon Isaacs",
"Portland Business Alliance","05/28/2025","","Email; Indirect Lobbying","Business and Economic Development","Invitation/reminder for Portland Metro Chamber Annual Meeting.","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Kristopher Taft; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Raihana Ansary ; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","05/28/2025","","Personal Meeting","Business and Economic Development","General discussion related to Mayor's office priorities.","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","05/30/2025","","Personal Meeting","Business and Economic Development","City budget discussion.","Elana Pirtle-Guiney","Jon Isaacs",
"Portland Business Alliance","05/30/2025","","Email","Business and Economic Development","Enhanced Service District unsheltered count","Keith Wilson; Kristopher Taft","Steve Wytcherley",
"Portland Business Alliance","06/02/2025","","Email; Meeting Preparation","Business and Economic Development","Scheduling logistics Council President Pirtle-Guiney and team.","Jennifer Stewart","Meikelo Cabbage",
"Portland Business Alliance","06/03/2025","","Telephone","Business and Economic Development","Clean Industry discussions.","Donnie Oliveira","Jon Isaacs",
"Portland Business Alliance","06/04/2025","","Email","Business and Economic Development","Parks Levy.","Jennifer Stewart","Jon Isaacs",
"Portland Business Alliance","06/04/2025","","Personal Meeting","Business and Economic Development","Portland Metro Chamber Annual Meeting, Mayor Wilson speech. ","Keith Wilson; Priya Dhanapal; Sam Chase","Andrew Hoan; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","06/04/2025","","Personal Meeting","Business and Economic Development","Parks Levy discussion.","Aisling Coghlan; Elana Pirtle-Guiney; Keith Wilson; Natalie Sept; Steve Novick","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","06/04/2025","","Email","Business and Economic Development","Governor's Central City Taskforce Report release.","Aisling Coghlan; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Prosper Portland Commission; Raihana Ansary ; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","06/04/2025","","Indirect Lobbying","Business and Economic Development","Mayor Wilson speech at Portland Metro Chamber Annual Meeting. ","Keith Wilson","Andrew Hoan; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","06/05/2025","","Email; Meeting Preparation","Business and Economic Development","Request for meeting.","Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","06/05/2025","","Email; Goodwill Building (non-lobbying); Indirect Lobbying; Meeting Preparation","Business and Economic Development","Communication regarding City of Portland taxing authority. ","Aisling Coghlan; Amani Kelekele; Andre Miller; Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Jamey Evenstar; Jamie Dunphy; Jamie Dunphy; Keith Wilson; Kezia Wanner; Kristopher Taft; Lisa Freeman; Loretta Smith; Madeline West; Maria Sipin; Megan Beyer; Mitch Green; Natalie Sept; Olivia Clark; Raihana Ansary ; Ryan Nielsen; Sameer Kanal; Spencer Knowles; Steve Novick; Tiffany Koyama Lane","Jon Isaacs",
"Portland Business Alliance","06/06/2025","","Goodwill Building (non-lobbying)","Business and Economic Development","Mike Bennet's Portland Aquarium grand opening and ribbon cutting event. ","Elana Pirtle-Guiney","Sydney Mead",
"Portland Business Alliance","06/08/2025","","Telephone; Text Message","Business and Economic Development","Parks Levy negotiations (8 total contacts). ","Elana Pirtle-Guiney; Kezia Wanner; Ryan Nielsen; Steve Novick","Jon Isaacs",
"Portland Business Alliance","06/09/2025","","Email","Business and Economic Development","Responding to Councilor questions regarding city's taxing authority. ","Angelita Morillo","Jon Isaacs",
"Portland Business Alliance","06/09/2025","","Personal Meeting","Business and Economic Development","Meeting with Multnomah County regarding lack of safety at Central Library. ","Kristopher Taft; Raihana Ansary ","Andrew Hoan; Mark Wells; Meikelo Cabbage",
"Portland Business Alliance","06/10/2025","","Meeting Preparation; Telephone","Business and Economic Development","Discussing schedule, planning for future events. ","Aisling Coghlan","Andrew Hoan",
"Portland Business Alliance","06/12/2025","","Goodwill Building (non-lobbying); Indirect Lobbying; Personal Meeting","Business and Economic Development","Discussing local arts/sports economy at Leadership Portland graduation.","Olivia Clark","Andrew Hoan",
"Portland Business Alliance","06/13/2025","","Telephone","Business and Economic Development","Discussing public safety funding in city budget. ","Robert Day","Andrew Hoan",
"Portland Business Alliance","06/16/2025","","Personal Meeting","Business and Economic Development","Transportation Network Company fees discussion. ","Elana Pirtle-Guiney","Jon Isaacs",
"Portland Business Alliance","06/24/2025","","Personal Meeting","Business and Economic Development","Mayor's Staff present at Downtown Security Network meeting.","Kristopher Taft","Mark Wells",
"Portland Business Alliance","06/25/2025","","Email","Business and Economic Development","Introduction and business leasing question.","Raihana Ansary ","Andrew Hoan",
"Portland Business Alliance","06/26/2025","","Virtual Meeting","Business and Economic Development","Introductions/Councilor priorities discussion.","Tiffany Koyama Lane","Andrew Hoan",
"Portland Business Alliance","06/26/2025","","Personal Meeting","Business and Economic Development","Reviewing private security environment downtown. ","Kristopher Taft","Mark Wells",
"Portland Business Alliance","06/27/2025","","Email","Business and Economic Development","HB 2291 update on funding.","Aisling Coghlan; Dan Ryan; Keith Wilson; Kezia Wanner; Raihana Ansary ; Sam Chase","Andrew Hoan",
"Portland Business Alliance","06/30/2025","","Indirect Lobbying","Business and Economic Development","Scheduling follow-up meeting.","Kristopher Taft","Mark Wells",
"Portland Diamond Project","04/01/2025","","Personal Meeting","Business and Economic Development","Effort to bring a Major League Baseball team to Oregon.","Jamey Evenstar; Madeline West","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/04/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Donnie Oliveira; Michael Jordan; Priya Dhanapal","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/08/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Christian Aguinaga ; Mitch Green","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/28/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Olivia Clark","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/28/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Andre Miller; Emory Mort","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/28/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Dan Ryan; Will Mespelt","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/28/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Elijah Crawford; Loretta Smith","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","04/30/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Elana Pirtle-Guiney; Natalie Sept","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","05/02/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Donnie Oliveira","Jennifer Arguinzoni-Ward",
"Portland Diamond Project","06/03/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Keith Wilson; Raihana Ansary ","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","06/04/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Donnie Oliveira","Jennifer Arguinzoni-Ward",
"Portland Diamond Project","06/09/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Lisa Freeman","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland Diamond Project","06/18/2025","","Personal Meeting","Business and Economic Development","Effort to bring a Major League Baseball team to Portland, Oregon","Donnie Oliveira","Jennifer Arguinzoni-Ward",
"Portland Diamond Project","06/30/2025","","Personal Meeting","Business and Economic Development","Bringing a Major League Baseball team to Portland. ","Donnie Oliveira","Craig Cheek; Jennifer Arguinzoni-Ward",
"Portland DSA","05/13/2025","06/18/2025","Personal Meeting; Telephone; Text Message; Virtual Meeting","Financial Administration and Management","Discussed the city budget and its amendments, asked for councilors attendance at organizational events","Angelita Morillo; Christian Aguinaga ; Maria Sipin; Mitch Green; Sameer Kanal; Sprout Chinn; Tiffany Koyama Lane","Aiden Summers; Benjamin Gilbert; Brian Denning; Chris Lowe; Dave Coburn; Forrest Perkins; Hayley Becker; Jesse Dreyer; Olivia Katbi",
"Portland DSA","05/13/2025","06/29/2025","Email; Telephone; Virtual Meeting","Housing and Community Development","Asked councilors to support renter's rights","Angelita Morillo; Maria Sipin; Mitch Green; Sameer Kanal; Sprout Chinn; Tiffany Koyama Lane","Benjamin Gilbert; Brian Denning; Chris Lowe; Dave Coburn; Forrest Perkins; Hayley Becker; Jesse Dreyer; Olivia Katbi",
"Portland DSA","05/13/2025","","Virtual Meeting","International Affairs","Asked councilors to support immigrant rights","Maria Sipin; Mitch Green; Sameer Kanal; Sprout Chinn; Tiffany Koyama Lane","Benjamin Gilbert; Brian Denning; Chris Lowe; Dave Coburn; Forrest Perkins; Hayley Becker; Jesse Dreyer; Olivia Katbi",
"Portland DSA","05/13/2025","","Virtual Meeting","International Affairs","Discussed the potential city Human Rights Commission","Maria Sipin; Mitch Green; Sameer Kanal; Sprout Chinn; Tiffany Koyama Lane","Benjamin Gilbert; Brian Denning; Chris Lowe; Dave Coburn; Forrest Perkins; Hayley Becker; Jesse Dreyer; Olivia Katbi",
"Portland DSA","06/09/2025","","Telephone","Parks and Recreation: community centers","Asked councilor to support Parks Levy","Mitch Green","Olivia Katbi",
"Portland DSA","06/25/2025","","Telephone","Youth","Discussed the Children's Levy","Maria Sipin","Benjamin Gilbert",
"Portland for All","04/21/2025","05/19/2025","Committee Meeting; Communication Preparation; Email; Indirect Lobbying; Meeting Preparation","Neighborhood Livability: general","Portland City Budget","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Jamie Dunphy; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Diane Goodwin; Jackie Yerby; Moira Bowman",
"Portland General Electric ","04/01/2025","06/30/2025","Communication Preparation; Email; Meeting Preparation; Personal Meeting; Telephone; Virtual Meeting","Sustainable Development: energy","Harborton Reliability Project","Aisling Coghlan; Alexander Browne; Andre Miller; Ashley McKenzie; Dan Ryan; Donnie Oliveira; Elana Pirtle-Guiney; Elijah Crawford; Eric Zimmerman; Grace Galvez Mora; Jennifer Stewart; Keith Wilson; Kezia Wanner; Kristopher Taft; Loretta Smith; Maria Sipin; Megan Beyer; Mitch Green; Natalie Sept; Nils Tillstrom; Olivia Clark; Ryan Nielsen; Sam Chase; Steve Novick; Will Mespelt","Kristen Sheeran ; Maria Pope; Meredith Armstrong ; Preston Korst; Randy Franks ",
"Portland Metropolitan Association of Realtors","04/01/2025","","Email; Personal Meeting","Housing and Community Development","2025-045","Spencer Knowles; Steve Novick","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","","Telephone","Housing and Community Development","2025-045","Raihana Ansary ","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/01/2025","","Email","Housing and Community Development","2025-045","Andre Miller; Angelita Morillo","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","","Personal Meeting","Housing and Community Development","2025-045","Andre Miller","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/03/2025","Text Message","Housing and Community Development","2025-045","Dan Ryan","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","","Text Message","Housing and Community Development","2025-045","Donnie Oliveira","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/03/2025","Personal Meeting; Text Message","Housing and Community Development","2025-045","Emily Hebbron","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/02/2025","Text Message","Housing and Community Development","2025-045","Eric Zimmerman","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/03/2025","Text Message","Housing and Community Development","2025-045","Loretta Smith","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/02/2025","Text Message","Housing and Community Development","2025-045","Olivia Clark","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/01/2025","04/10/2025","Personal Meeting; Telephone","Housing and Community Development","2025-045","Ryan Nielsen","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Text Message","Housing and Community Development","2025-045","Steve Novick","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Text Message","Housing and Community Development","2025-045","Elana Pirtle-Guiney","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Dan Ryan; Kezia Wanner; Will Mespelt","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Elana Pirtle-Guiney; Emily Hebbron; Natalie Sept","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Eric Zimmerman; Ryan Nielsen","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Elijah Crawford; Joel Corcoran; Loretta Smith","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","James Radosta; Megan Beyer; Olivia Clark","Amy Ruiz; Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Andre Miller","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/02/2025","","Email","Housing and Community Development","2025-045","Amani Kelekele; Andre Miller; Angelita Morillo; Candace Avalos; Jamey Evenstar; Jamie Dunphy; Lisa Freeman; Sameer Kanal; Sprout Chinn; Tiffany Koyama Lane","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/02/2025","04/14/2025","Email; Telephone","Housing and Community Development","2025-045","Will Mespelt","Kari Chisholm",
"Portland Metropolitan Association of Realtors","04/02/2025","","Text Message","Housing and Community Development","PHB study of rental regs","Dan Ryan","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/02/2025","","Text Message","Housing and Community Development","2025-045","Eric Zimmerman","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/03/2025","","Telephone","Housing and Community Development","2025-045","Emily Hebbron","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/03/2025","","Text Message","Housing and Community Development","2025-045","Emily Hebbron; Natalie Sept","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/04/2025","","Telephone","Housing and Community Development","2025-045","Ryan Nielsen","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/08/2025","","Text Message","Housing and Community Development","housing production agenda","Eric Zimmerman","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/14/2025","04/16/2025","Personal Meeting; Text Message","Housing and Community Development","2025-045","Natalie Sept","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/14/2025","","Email","Housing and Community Development","2025-045","Elijah Crawford; Joel Corcoran; Loretta Smith","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/14/2025","","Email","Housing and Community Development","2025-045","Dan Ryan; Kezia Wanner; Will Mespelt","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/14/2025","","Email","Housing and Community Development","2025-045","Elana Pirtle-Guiney; Emily Hebbron; Natalie Sept","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/14/2025","","Email","Housing and Community Development","2025-045","Eric Zimmerman; Ryan Nielsen","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/14/2025","","Email","Housing and Community Development","2025-045","James Radosta; Megan Beyer; Olivia Clark","Amy Ruiz; Kari Chisholm; Michele Gila",
"Portland Metropolitan Association of Realtors","04/16/2025","","Telephone","Housing and Community Development","2025-045","Natalie Sept","Amy Ruiz",
"Portland Metropolitan Association of Realtors","04/23/2025","","Telephone","Housing and Community Development","2025-045","Elana Pirtle-Guiney","Amy Ruiz",
"Portland Psychedelic Society Action Fund","04/07/2025","","Email","Police and Public Safety","Portland Psychedelic Health & Safety Act","Andre Miller","Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/07/2025","","Email","Police and Public Safety","Portland Psychedelic Health & Safety Act","Lisa Freeman","Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/07/2025","","Email","Police and Public Safety","Portland Psychedelic Health & Safety Act","Christian Aguinaga ; Eric Zimmerman; Maria Sipin; Mitch Green; Ryan Nielsen","Amy Ruiz; Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/07/2025","","Email","Police and Public Safety","Portland Psychedelic Health & Safety Act","Spencer Knowles; Steve Novick","Amy Ruiz; Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/14/2025","04/23/2025","Email; Personal Meeting","Police and Public Safety","Portland Psychedelic Health & Safety Act","Spencer Knowles","Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/29/2025","","Personal Meeting","Police and Public Safety","Portland Psychedelic Health & Safety Act","Mitch Green","Kari Chisholm",
"Portland Psychedelic Society Action Fund","04/29/2025","","Personal Meeting","Police and Public Safety","Portland Psychedelic Health & Safety Act","Eric Zimmerman","Kari Chisholm",
"Portland Psychedelic Society Action Fund","06/17/2025","","Personal Meeting","Police and Public Safety","Portland Psychedelic Health & Safety Act","Mitch Green","Kari Chisholm",
"Portland State University","04/02/2025","04/03/2025","Goodwill Building (non-lobbying); Telephone; Text Message","Business and Economic Development","Discuss potential waterfront festivals study proposed in House Bill 2291 (2025).","Sam Chase","Eric Noll; Tyler Frisbee",
"Portland State University","04/03/2025","04/11/2025","Personal Meeting; Telephone; Text Message","Business and Economic Development","PSU Performing Arts and Culture Center project.","Donnie Oliveira; Natalie Sept; Raihana Ansary ; Sam Chase","Amy Ruiz; Eric Noll",
"Portland State University","04/03/2025","","Personal Meeting","Education","Update on potential impacts of federal policy changes on PSU. ","Lisa Freeman","Eric Noll",
"Portland State University","04/10/2025","04/15/2025","Goodwill Building (non-lobbying)","Education","Introduction to the Institute for Portland Metropolitan Studies at PSU. ","Candace Avalos; Olivia Clark; Steve Novick","Earl Blumenauer; Tyler Frisbee",
